Unnamed: 0,YEAR_MONTH,MATERIAL_CODE,SUM(A.SALES_QTY_TOT)
,2019-07,4500060,3637.86
,2019-10,461800007301501,746.3
,2019-07,171406565330200,94.98
,2019-07,171406565210200,427.21
,2019-07,451100042400300,128.43
,2019-10,471100068400300,210.07
,2019-07,461800505330201,1003.85
,2019-09,171409090100700,1175.61
,2019-09,451100028330200,1752.19
,2019-09,451100032400700,276.08
,2019-08,451100025400700,452.46
,2019-08,461800007301201,862.28
,2019-08,171409090400600,75.95
,2019-08,471310008130200,561.78
,2019-09,471307508130200,1486.78
,2019-08,161200008800101,8955.65
,2019-08,615100700,3904.79
,2019-08,471100045400300,1373.57
,2019-08,6211903,61.24
,2019-08,451100032330200,3467.38
,2019-08,451103305330200,179.0
,2019-08,461800014330201,1023.13
,2019-09,6313101,56649.58
,2019-09,451100022400300,291.86
,2019-09,461800008301201,759.06
,2019-08,613400400,159.56
,2019-08,471100053400700,135.26
,2019-09,171620075130200,2208.08
,2019-09,461800605301201,1293.37
,2019-09,451100030400300,218.92
,2019-09,451100030330200,693.58
,2019-09,6211601,1499.04
,2019-08,461800505520501,337.1
,2019-08,981200016800100,2750.48
,2019-07,614710200,81.97
,2019-08,171100085330200,195.79
,2019-08,451100028400200,35.35
,2019-08,615600200,137.18
,2019-08,461800018330201,764.59
,2019-09,161200012800302,2571.46
,2019-09,461800010301501,797.65
,2019-08,171100080400300,210.36
,2019-09,471104605400300,407.37
,2019-08,461800605110101,514.19
,2019-08,171100080400200,116.27
,2019-08,461800008301501,496.13
,2019-08,451100022400700,61.03
,2019-07,981200016800100,250.21
,2019-08,461800505520301,805.29
,2019-09,461800010110101,277.49
,2019-09,471100058400300,426.0
,2019-08,615400300,143.18
,2019-08,471104605330200,502.32
,2019-08,451100020400900,63.71
,2019-08,171409090700200,129.9
,2019-08,171409090700300,52.38
,2019-09,623211000,1149.8
,2019-09,461800505400301,186.33
,2019-09,171100085400700,331.73
,2019-09,471100050400600,61.99
,2019-08,451900028330201,67.05
,2019-09,161200008120201,1569.12
,2019-08,461800008530101,479.31
,2019-08,461800008330201,71.31
,2019-09,451100028130200,164.22
,2019-09,171406565400500,634.03
,2019-08,451900020330201,259.95
,2019-09,615100716,532.16
,2019-08,615210100,94.9
,2019-09,471100063400700,129.11
,2019-08,6211411,2094.22
,2019-08,615331700,105.62
,2019-09,471100050400700,101.43
,2019-09,461800014400301,153.68
,2019-08,471100045600200,56.28
,2019-09,161200010800102,205.85
,2019-08,171100075409900,42.72
,2019-09,461800016310201,457.15
,2019-09,171406565100500,118.89
,2019-09,6321307,97.66
,2019-07,169900000999999,9.77
,2019-09,6313107,1715.64
,2019-09,451100030400700,19.5
,2019-10,471100060330200,357.39
,2019-09,461800008325101,62.86
,2019-08,4500020,734.92
,2019-08,171407575400300,7.67
,2019-07,461800505521001,204.2
,2019-09,471100063130226,23.72
,2019-08,461800007520701,179.28
,2019-08,611050100,94.76
,2019-09,471100056400200,12.49
,2019-08,615330700,31.06
,2019-08,451100036401000,65.43
,2019-10,451100040610300,68.12
,2019-09,451100036600200,12.66
,2019-09,171409090610400,1.49
,2019-07,614301500,28.48
,2019-09,461800505310901,122.13
,2019-07,171409090400200,34.28
,2019-07,151100025330200,60.55
,2019-08,611100500,269.52
,2019-08,171100090400700,14.31
,2019-08,451900022400301,56.95
,2019-08,471100063610300,26.8
,2019-10,171409090301200,234.22
,2019-08,461800014130201,35.21
,2019-09,981200008800300,56.53
,2019-09,611050016,26.0
,2019-07,471100056400900,12.8
,2019-08,471100053330226,2.32
,2019-07,615330700,88.14
,2019-08,171409090301200,159.66
,2019-09,471100053600200,58.5
,2019-08,451900042301501,24.96
,2019-07,615210100,3.8
,2019-11,6318109,239.04
,2019-09,615409900,28.93
,2019-11,614710200,155.98
,2019-11,161200012810501,91.85
,2019-09,461800006110101,91.58
,2019-11,6211602,73.78
,2019-11,615400300,168.44
,2019-09,461800008400301,12.49
,2019-11,471310010130200,92.06
,2019-11,171407777100600,5.98
,2019-11,6211903,20.8
,2019-10,471100068400700,62.89
,2019-10,171407777400500,1065.62
,2019-10,461800010301501,172.91
,2019-10,171100090400200,35.59
,2019-10,171406565350100,30.2
,2019-10,613100500,21.62
,2019-10,4500022,184.76
,2019-05,171409090710200,70.99
,2019-06,171406565410100,131.34
,2019-10,171406565400400,9.32
,2019-06,461800020310201,14.56
,2019-04,451100030330200,6.65
,2019-04,471100058301500,20.98
,2019-05,471100063600200,48.96
,2019-10,6211602,24.9
,2019-05,613400400,59.84
,2019-05,471100056400200,32.02
,2019-10,613400500,94.52
,2019-08,471100063331700,78.12
,2019-10,171407777400600,15.44
,2019-07,614700200,46.76
,2019-05,471100056400500,9.12
,2019-07,451100028030100,42.88
,2019-06,451100042400500,0.89
,2019-06,461800007400401,6.15
,2019-08,171310008130200,8.96
,2019-08,471100050400600,57.02
,2019-09,451900020400301,23.19
,2019-08,171409090710100,42.22
,2019-07,613409900,10.92
,2019-10,471100053130200,17.08
,2019-07,471100050401026,16.36
,2019-12,171615075130205,642.36
,2019-12,6318109,590.68
,2019-12,6321309,4182.82
,2019-12,151200016800300,18160.58
,2019-12,6324302,3054.59
,2019-12,615330200,541.44
,2019-12,161200010800101,4594.5
,2019-12,171610050130200,4386.83
,2019-12,171615075130200,6425.45
,2019-12,471310008130200,385.31
,2019-12,451100020400300,694.48
,2019-12,461800014301501,1019.71
,2019-12,171100090330200,1110.72
,2019-12,471100056330200,1082.84
,2019-12,451100030330200,1161.76
,2019-12,471100058330200,599.37
,2019-12,461800008530201,1190.65
,2019-12,161800006301201,5642.0
,2019-12,461800505110101,1640.34
,2019-11,471100045331600,20.95
,2019-11,171100063400300,367.42
,2019-12,461800008110101,374.49
,2019-12,471100050330200,2916.13
,2019-12,171407777331000,1548.32
,2019-12,451900020301501,1001.35
,2019-12,171406565331000,148.0
,2019-12,171100075400300,370.71
,2019-12,151200016800305,169.4
,2019-12,611100707,135.32
,2019-12,451100023710100,873.92
,2019-12,461800505400301,54.5
,2019-11,461800000030010,221.82
,2019-12,161200010800303,357.04
,2019-11,461800605301501,25.37
,2019-12,171307506130200,622.2
,2019-12,615210500,566.44
,2019-11,161800010330201,45.53
,2019-12,461800007110101,176.98
,2019-12,171407777610100,332.27
,2019-12,451100042400300,548.15
,2019-12,623210200,40.26
,2019-12,471100045331600,108.2
,2019-12,461800012325201,65.93
,2019-12,171406565100704,65.5
,2019-11,451100040610300,7.24
,2019-12,461800016310201,148.24
,2019-12,461800016400701,91.81
,2019-12,471100063600100,14.86
,2019-12,451900022400301,12.7
,2019-12,171409090400300,501.44
,2019-11,614710300,14.75
,2019-12,6211601,1317.94
,2019-11,161800008110101,4.61
,2019-12,171100071330200,163.22
,2020-01,151200032800300,9516.88
,2020-01,461800014330201,295.84
,2020-01,461800505301201,13239.87
,2020-01,471100058610300,106.38
,2020-01,471100058330200,396.81
,2020-01,161200008800302,6087.96
,2020-01,171100080330200,1046.42
,2020-01,6311303,3369.12
,2020-01,451100036330200,2862.21
,2020-01,171409090700200,1101.29
,2020-01,451900028301501,109.96
,2020-01,471100050330200,1328.92
,2020-01,471100050400700,226.28
,2020-01,461800007530101,2041.65
,2020-01,161200010800303,311.9
,2019-12,451100036332000,48.76
,2020-01,161200008800303,335.78
,2020-01,471100050400200,120.14
,2020-01,171620075130200,1097.11
,2020-01,614040000,1197.66
,2020-01,151200020800305,436.7
,2020-01,6219103,1351.39
,2020-01,6321306,980.46
,2020-01,6321309,2430.9
,2020-01,451100022400700,3.08
,2019-12,471100056330226,55.1
,2020-01,451100042400300,155.71
,2020-01,171100065400330,123.59
,2020-01,461800018310201,56.24
,2020-01,471100045330200,1377.22
,2020-01,471100068400300,357.81
,2020-01,471100071400300,278.36
,2020-01,471100071331700,324.84
,2019-12,171407777100500,378.98
,2020-01,171409090301200,24.54
,2019-12,461800008501601,74.42
,2020-01,614400600,23.64
,2020-01,461800014301501,223.8
,2019-12,471100058610300,137.46
,2020-01,471100056130200,572.88
,2019-12,461800020310101,133.03
,2019-12,471100050400700,28.26
,2020-01,471100045331600,182.62
,2020-01,151100020030100,45.64
,2019-12,461800008520701,54.02
,2020-01,614100400,161.06
,2020-01,615100716,724.12
,2019-12,471100053600100,50.94
,2020-01,6211602,47.8
,2020-01,461800018310101,42.44
,2019-12,615100719,33.9
,2019-12,981200016800100,0.7
,2020-01,171409090210200,213.64
,2020-01,471100063331600,93.83
,2020-01,471100063410300,36.8
,2020-01,451100032400700,174.97
,2019-11,451900020400701,4.21
,2020-01,451900025330201,361.48
,2020-01,471100045600200,38.55
,2019-12,171100065400330,94.49
,2019-12,612350100,331.9
,2019-12,451100032409900,69.76
,2020-01,451100036050100,31.2
,2019-12,471104605400326,30.9
,2020-01,461800007301601,93.34
,2019-11,171407777350100,61.46
,2019-12,161200012800103,3.97
,2019-12,615401000,85.68
,2019-11,171100065400300,63.09
,2019-12,461800008501501,75.18
,2019-11,171100090400500,25.06
,2020-02,151200032810500,314.99
,2020-02,161200008800301,19671.22
,2020-02,171409090210100,2250.08
,2020-02,611100716,1638.14
,2020-02,6311301,16242.65
,2020-02,6219103,665.24
,2020-02,6321306,1119.02
,2020-02,614400200,1359.84
,2020-02,171100075330200,434.33
,2020-02,161200010800303,204.88
,2020-02,471100068330200,181.11
,2020-01,461800008501601,249.29
,2020-02,171406565020000,10.88
,2020-02,451103305330200,368.91
,2020-02,171100080330200,358.98
,2020-02,451100030400700,45.98
,2020-02,171407777400300,1120.24
,2020-02,614100716,1406.69
,2020-02,451100025400300,457.29
,2020-02,461800012330201,1068.89
,2020-02,461800008301201,270.27
,2020-02,461800008530101,223.21
,2020-01,614050016,86.49
,2020-01,171409090410300,126.12
,2020-02,151200025810500,923.31
,2020-03,151200025800300,14256.85
,2020-02,451100042400300,63.07
,2020-02,614301200,277.62
,2020-02,6321307,91.14
,2020-02,451100032400700,68.06
,2020-02,461800008501501,305.7
,2020-03,471100050600200,105.66
,2020-03,171409090400300,405.45
,2020-01,471100063610300,156.9
,2020-01,981305006130200,307.57
,2020-01,151200036800305,62.26
,2020-02,171309006130200,235.94
,2020-02,6211902,62.56
,2020-03,461800007520101,62.43
,2020-03,161200012810502,467.73
,2020-02,613400400,174.83
,2020-03,6211411,1539.4
,2020-03,6211900,538.76
,2020-03,169900000999999,56.65
,2020-02,461800000030010,107.48
,2020-02,451100040400700,6.6
,2020-02,611100416,222.68
,2020-01,171100050330300,33.32
,2020-02,451100028130200,0.95
,2020-01,171409090100500,238.88
,2020-02,171407575020000,62.37
,2020-02,981200012800300,783.94
,2020-02,171409090400300,379.01
,2020-03,461800007520501,473.09
,2020-03,451900028330201,50.55
,2020-03,171409090700100,126.46
,2020-02,6411800,198.44
,2020-01,611100516,698.12
,2020-02,471100056301500,68.91
,2020-02,615401100,199.68
,2020-03,461800010400301,63.05
,2020-01,461800008530101,673.82
,2020-02,171612565130205,709.91
,2020-04,161200012800301,2396.78
,2020-04,613100500,93.52
,2020-04,6313101,63280.02
,2020-04,151200016800300,4874.92
,2020-05,171407777210200,201.79
,2020-05,471100053400300,215.6
,2020-05,471307508130200,922.79
,2020-05,451103305400300,11.34
,2020-05,471100050600100,46.14
,2020-06,461800012330201,222.6
,2020-06,171406565100700,633.16
,2020-06,451100025330200,1975.3
,2020-06,151200020800300,6743.01
,2020-06,151200025800300,5094.94
,2020-02,471100045301200,105.82
,2020-03,151200020810500,1176.14
,2020-03,614210500,89.42
,2020-04,151200020800300,2110.32
,2020-05,451100023710100,569.46
,2020-05,161200008810501,125.99
,2020-05,6311303,772.3
,2020-05,4500023,2940.1
,2020-05,471310008130200,73.89
,2020-05,171620075130205,196.68
,2020-05,615210200,219.06
,2020-03,451100042330200,331.51
,2020-03,461850508030099,105.96
,2020-04,151200032800300,998.07
,2020-05,169900000999999,61.63
,2020-05,6213200,25210.14
,2020-04,6411800,49.44
,2020-04,471100045330200,8.46
,2020-04,471100065330200,5.0
,2020-05,611100716,192.28
,2020-05,471100056330200,335.05
,2020-05,171407777330800,60.74
,2020-05,171407777211000,28.5
,2020-06,471100071400300,323.59
,2020-05,451103305330200,210.72
,2020-06,6313101,110874.78
,2020-06,6321306,408.18
,2020-01,471100053330226,25.95
,2020-03,451100036400100,31.48
,2020-05,6211903,20.82
,2020-06,161200010800302,3370.61
,2020-06,461800505301201,1652.95
,2020-03,461800012301501,106.14
,2020-03,471100056330226,36.85
,2020-03,161800505301201,217.76
,2020-05,171406565331000,203.6
,2020-05,171309008130200,27.67
,2020-06,451100032130200,588.63
,2020-06,161200012800301,7384.87
,2020-03,451120064710100,2245.65
,2020-04,614050016,444.1
,2020-04,4500060,31.94
,2020-03,171409090100700,179.98
,2020-05,161850514030012,139.14
,2020-05,611100707,97.96
,2020-05,613100500,11.04
,2020-06,171406565400500,91.4
,2020-02,615040000,49.02
,2020-02,171409090409900,25.3
,2020-01,613400300,14.86
,2020-02,171406565400200,31.18
,2020-03,614050100,56.82
,2020-05,161800012400301,2.36
,2020-06,171100060330200,134.7
,2020-06,471100063330200,145.44
,2020-03,471100053400500,264.35
,2020-05,461800505520601,58.46
,2020-04,472115080130200,60.66
,2020-05,171406565330204,30.28
,2020-04,171100090400300,3.32
,2020-03,171407777330850,371.69
,2020-05,6211902,41.8
,2020-02,171310010130200,3.33
,2020-03,171406565400304,31.24
,2020-03,171100063330200,6.28
,2020-03,171100065400330,121.87
,2020-03,6211901,103.7
,2020-01,471100050401026,22.66
,2020-02,171406565410100,1.94
,2020-03,171407777331000,199.3
,2020-03,461800012325201,2.03
,2020-03,171100063401130,24.92
,2020-02,461800010110101,10.46
,2020-05,614700200,95.8
,2020-01,461800007500301,4.2
,2020-03,171407777401000,9.86
,2020-02,471100058330226,30.18
,2020-03,451900032301501,19.02
,2020-07,461800008301201,1863.03
,2020-07,161800006301201,372.21
,2020-07,451100028330200,2466.83
,2020-06,623345100,782.46
,2020-06,171406565400300,507.55
,2020-06,451100020400300,151.27
,2020-07,4500023,1179.68
,2020-07,614100700,32281.31
,2020-07,471100056400300,655.98
,2020-07,171407777210200,60.18
,2020-07,451900022330201,939.33
,2020-07,461800016301501,1968.24
,2020-06,461800007530201,1904.79
,2020-06,471100050600200,93.42
,2020-06,471100058330200,329.48
,2020-07,461800505520301,1319.38
,2020-06,471306506130200,2319.84
,2020-07,171409090330200,269.58
,2020-07,471100063401100,15.06
,2020-07,471100056600200,266.25
,2020-07,471310010130200,1403.56
,2020-07,171407777100600,22.42
,2020-07,612401000,150.9
,2020-07,451100040410300,10.68
,2020-07,161200012120201,441.54
,2020-06,6211601,1655.28
,2020-06,451900028330201,42.0
,2020-07,471100045400326,35.14
,2020-07,471100056400326,78.14
,2020-07,471100053330226,51.85
,2020-07,471100050130200,52.63
,2020-07,171409090210200,217.61
,2020-06,161200012810501,31.86
,2020-07,171407777330850,64.52
,2020-07,615210500,348.46
,2020-07,451120064710100,2218.58
,2020-06,451100023710100,351.51
,2020-07,451100036400300,109.76
,2020-07,171100060401130,265.01
,2020-07,461800012301501,764.68
,2020-07,461800008530201,465.46
,2020-07,614050016,168.48
,2020-07,161200012810503,2.41
,2020-07,6211900,479.66
,2020-07,461800007520701,320.5
,2020-06,615210119,27.18
,2020-06,161200010120201,125.74
,2020-06,611100507,267.08
,2020-07,161200012810501,181.56
,2020-07,171100063030100,11.57
,2020-07,615211000,74.2
,2020-06,471100045331600,163.0
,2020-06,471309006130200,69.09
,2020-06,471100071330226,9.18
,2020-07,612330200,97.78
,2020-07,614400500,643.92
,2020-07,614210500,1045.54
,2020-06,615210200,93.0
,2020-06,6211602,24.42
,2020-06,171407777350100,200.71
,2020-06,471100053400326,2.16
,2020-06,171500150130205,246.97
,2020-07,171100068400330,10.36
,2020-07,471100050610300,42.05
,2020-06,471100071130226,4.7
,2020-06,451100036332000,142.46
,2020-06,981306506130200,6.74
,2020-07,981200012800300,347.66
,2020-06,161200010800102,1.49
,2020-06,471100053130200,47.26
,2020-06,171409090400400,51.36
,2020-06,615100716,31.8
,2020-06,171615075130205,15.12
,2020-10,6313101,123133.98
,2020-08,151200016800300,9125.6
,2020-08,4500016,3888.04
,2020-08,171100080330200,1382.07
,2020-08,451100025130200,2145.86
,2020-08,451100040330200,664.2
,2020-08,471500125130200,95.11
,2020-10,461800010110101,151.98
,2020-10,461800012301501,25.04
,2020-10,6219105,126.48
,2020-10,171310008130200,107.36
,2020-08,461800505520901,350.07
,2020-08,981200012800300,1435.78
,2020-09,471100063600100,159.89
,2020-09,471104605330200,1762.04
,2020-09,451900020130201,757.09
,2020-09,151200032800300,5896.62
,2020-10,471100053600200,80.13
,2020-07,461800505300101,333.82
,2020-08,471307508130200,193.15
,2020-08,611100516,2161.26
,2020-08,471100053400300,1061.98
,2020-08,461800007520901,51.78
,2020-10,451100025130200,365.8
,2020-10,461850508070099,186.46
,2020-10,471100068330200,406.41
,2020-11,471100071330200,31.33
,2020-11,471100053400300,1277.25
,2020-08,171100090400700,38.74
,2020-09,6211901,239.6
,2020-09,461800505520701,71.64
,2020-09,171407777400300,1070.13
,2020-10,171407777100700,279.55
,2020-10,171409090400100,420.56
,2020-08,451100020400300,203.3
,2020-08,461800014330201,403.44
,2020-08,451900028330201,75.74
,2020-09,461800505520101,778.51
,2020-10,471104605400300,1749.88
,2020-10,461800007301201,151.44
,2020-08,461800505520601,300.37
,2020-09,623345100,1031.44
,2020-09,451100025130200,1423.72
,2020-10,171409090400300,249.62
,2020-10,171409090100700,380.2
,2020-10,161200008810501,393.28
,2020-09,451100032130200,776.98
,2020-09,161200012810502,88.41
,2020-08,615330200,46.08
,2020-08,151200025800305,134.55
,2020-10,6321102,322.62
,2020-09,615100700,93.72
,2020-09,171406565100704,175.72
,2020-10,151200016800305,404.2
,2020-08,471100058610326,24.14
,2020-08,471100053400200,13.5
,2020-08,981607540130200,401.42
,2020-08,171407777100700,808.12
,2020-08,171100090400300,227.81
,2020-10,451100028330226,10.04
,2020-09,221014028400300,420.94
,2020-09,461800008301201,274.6
,2020-09,614400300,118.06
,2020-09,151200032800305,114.42
,2020-08,451103305330200,35.68
,2020-10,151200020800305,144.04
,2020-10,171406565400100,94.26
,2020-10,471307506130200,46.03
,2020-09,171406565400400,320.75
,2020-08,471100056301526,21.22
,2020-08,451100040400326,18.32
,2020-08,171409090100700,301.75
,2020-10,471100056400326,17.56
,2020-09,171406565331000,527.31
,2020-08,471104605610300,278.05
,2020-08,612100716,145.38
,2020-10,461800007110101,265.11
,2020-10,471100056401000,276.0
,2020-08,451100040130226,28.56
,2020-08,6321102,411.82
,2020-07,451100036330226,22.9
,2020-08,471100063130200,223.92
,2020-10,161800505130201,185.67
,2020-09,612100716,282.72
,2020-09,471104605400700,3.94
,2020-07,612100716,8.0
,2020-09,171406565350100,56.12
,2020-09,161200010810502,36.14
,2020-10,6411800,74.68
,2020-11,471100068330200,680.37
,2020-11,461800007530101,812.83
,2020-09,471100045400700,6.16
,2020-08,471100053400500,14.32
,2020-10,471100071330226,192.71
,2020-11,471100071610100,58.94
,2020-11,6219103,751.35
,2020-11,614100700,236.19
,2020-09,151116038030099,57.24
,2020-08,171100075130200,121.36
,2020-08,161200008800102,19.5
,2020-08,461800008301501,8.34
,2020-08,171406565331000,155.74
,2020-08,221014028400300,36.6
,2020-09,461800007330201,57.99
,2020-10,471104605130200,146.55
,2020-09,171620075130200,113.44
,2020-09,451100022330200,57.94
,2020-07,981520000130200,107.66
,2020-09,451100040330200,203.54
,2020-07,451100022400304,29.36
,2020-09,613400100,58.3
,2020-09,615409900,49.44
,2020-08,171406565400400,598.26
,2020-10,471100063400326,4.22
,2020-08,611050100,22.4
,2020-09,471307508130200,65.57
,2020-09,451100028400326,13.14
,2020-07,171100060400330,11.78
,2020-08,171409090210200,170.76
,2020-09,613400400,103.19
,2020-09,171407777330800,66.66
,2020-07,461800008501401,61.77
,2020-09,471100045400300,11.34
,2020-09,614400100,151.44
,2020-10,614400400,23.48
,2020-10,612100716,216.94
,2020-08,169900000999999,22.0
,2020-09,612100516,59.1
,2020-10,471100068400326,27.5
,2020-08,471100058610300,1.28
